Customer ID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,segment_label,is_churned,churn_probability,churn_risk
16613,70,1,618.59,3,1,3,7,313,Others,0,0.0004902948,Low Risk
16614,183,3,1179.79,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
16615,626,1,291.5,1,1,2,4,112,Lost,1,0.9996289,High Risk
16616,15,2,500.42,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
16617,236,1,151.85,2,1,1,4,211,Lost,1,0.9996289,High Risk
16618,31,5,2647.59,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
16619,264,4,1938.33,2,4,4,10,244,At Risk,1,0.9995197,High Risk
16620,4,6,1758.93,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
16621,52,4,813.48,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16622,544,1,225.4,1,1,1,3,111,Lost,1,0.9996289,High Risk
16623,246,4,1015.24,2,4,3,9,243,At Risk,1,0.99966633,High Risk
16624,81,2,810.5699999999999,3,2,3,8,323,Others,0,0.0004422136,Low Risk
16625,275,5,1654.03,2,4,4,10,244,At Risk,1,0.9997583,High Risk
16626,1,17,4413.1,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16627,79,1,322.8,3,1,2,6,312,Others,0,0.0004902948,Low Risk
16628,30,7,2318.1,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
16629,74,2,408.63,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16630,407,1,106.8,2,1,1,4,211,Lost,1,0.9996289,High Risk
16631,482,7,1892.52,1,4,4,9,144,At Risk,1,0.9996159,High Risk
16632,486,2,406.4,1,2,2,5,122,Lost,1,0.9996289,High Risk
16633,17,6,2883.1,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
16634,223,6,1649.81,2,4,4,10,244,At Risk,1,0.9997583,High Risk
16635,407,1,473.0,2,1,2,5,212,Lost,1,0.9996289,High Risk
16636,438,4,3802.04,1,4,5,10,145,At Risk,1,0.9992785,High Risk
16637,32,4,1154.47,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16638,23,15,2380.13,4,5,4,13,454,Champions,0,0.0002199083,Low Risk
16639,31,4,1747.98,4,4,4,12,444,Champions,0,0.0005402381,Low Risk
16640,398,1,179.4,2,1,1,4,211,Lost,1,0.9996289,High Risk
16641,106,2,554.5,3,2,2,7,322,Others,1,0.9996289,High Risk
16642,5,3,1077.45,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
16643,246,2,923.11,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
16644,178,2,833.78,3,2,3,8,323,Others,1,0.99958855,High Risk
16645,736,1,160.39,1,1,1,3,111,Lost,1,0.9996289,High Risk
16646,449,1,678.8,1,1,3,5,113,Cant Lose Them,1,0.9996076,High Risk
16647,170,4,541.9,3,4,2,9,342,Potential Loyalists,1,0.9996991,High Risk
16648,43,3,672.8,4,3,3,10,433,Loyal Customers,0,0.00038715638,Low Risk
16649,520,1,306.58000000000004,1,1,2,4,112,Lost,1,0.9996289,High Risk
16650,72,7,1916.11,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
16651,587,1,136.2,1,1,1,3,111,Lost,1,0.9996289,High Risk
16652,59,16,17550.39,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16653,16,2,1212.66,5,2,3,10,523,New Customers,0,0.00036926035,Low Risk
16654,141,8,1484.07,3,5,4,12,354,Loyal Customers,1,0.99966955,High Risk
16655,18,13,6423.26,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16656,22,30,16833.170000000002,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16657,10,4,874.43,5,4,3,12,543,Loyal Customers,0,0.0004537362,Low Risk
16658,368,6,690.83,2,4,3,9,243,At Risk,1,0.99973327,High Risk
16659,189,1,39.12,3,1,1,5,311,Others,1,0.9996289,High Risk
16660,16,7,1879.55,5,4,4,13,544,Champions,0,0.00042543272,Low Risk
16661,540,4,932.76,1,4,3,8,143,At Risk,1,0.99972135,High Risk
16662,394,1,151.05,2,1,1,4,211,Lost,1,0.9996289,High Risk
16663,729,1,165.0,1,2,1,4,121,Lost,1,0.9996289,High Risk
16664,569,1,109.2,1,2,1,4,121,Lost,1,0.9996289,High Risk
16665,362,1,135.39999999999998,2,2,1,5,221,Lost,1,0.9996289,High Risk
16666,19,2,217.71,5,2,1,8,521,New Customers,0,0.0004902948,Low Risk
16667,68,2,567.1800000000001,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16668,15,13,862.42,5,5,3,13,553,Loyal Customers,0,0.00056754524,Low Risk
16669,24,3,1348.88,4,3,4,11,434,Loyal Customers,0,0.0002833034,Low Risk
16670,17,20,8030.150000000001,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16671,28,3,1692.27,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
16672,2,20,8134.94,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16673,679,1,171.13,1,2,1,4,121,Lost,1,0.9996289,High Risk
16674,55,2,304.24,4,2,2,8,422,New Customers,0,0.0004902948,Low Risk
16675,442,2,608.86,1,2,2,5,122,Lost,1,0.9996289,High Risk
16676,34,6,2361.9,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
16677,411,2,880.62,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
16678,3,12,3109.99,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16679,366,3,663.31,2,3,3,8,233,At Risk,1,0.9996166,High Risk
16680,43,3,821.45,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16681,73,7,1921.84,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
16682,5,5,1028.0,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
16683,534,1,320.25,1,2,2,5,122,Lost,1,0.9996289,High Risk
16684,4,55,147142.77,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16685,61,2,324.24,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16686,47,16,4881.07,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16687,391,1,157.63,2,2,1,5,221,Lost,1,0.9996289,High Risk
16688,1,4,1260.86,5,4,4,13,544,Champions,0,0.00034232836,Low Risk
16689,76,2,422.6,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16690,72,4,353.03,3,4,2,9,342,Potential Loyalists,0,0.00066345825,Low Risk
16691,418,2,178.83,1,2,1,4,121,Lost,1,0.9996289,High Risk
16692,256,4,1914.7,2,4,4,10,244,At Risk,1,0.9995197,High Risk
16693,69,5,1179.48,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
16694,723,1,98.3,1,2,1,4,121,Lost,1,0.9996289,High Risk
16695,562,2,191.9,1,2,1,4,121,Lost,1,0.9996289,High Risk
16696,135,4,657.9000000000001,3,4,3,10,343,Loyal Customers,1,0.9996891,High Risk
16697,241,1,112.75,2,2,1,5,221,Lost,1,0.9996289,High Risk
16698,227,2,1998.0,2,2,4,8,224,Cant Lose Them,1,0.99940777,High Risk
16699,380,7,994.6,2,4,3,9,243,At Risk,1,0.99973327,High Risk
16700,9,25,8830.77,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16701,9,26,9916.73,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16702,415,4,1110.83,1,4,3,8,143,At Risk,1,0.99972135,High Risk
16704,618,2,664.16,1,2,3,6,123,Cant Lose Them,1,0.9996166,High Risk
16705,1,42,43515.051,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16706,37,3,531.35,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16707,400,4,533.41,2,4,2,8,242,Others,1,0.99974865,High Risk
16708,46,1,656.63,4,2,3,9,423,New Customers,0,0.00039627156,Low Risk
16709,85,14,9056.01,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
16710,19,22,5921.35,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16711,3,9,2868.48,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
16712,9,13,4232.87,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16713,19,32,14115.56,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16714,219,4,1497.33,2,4,4,10,244,At Risk,1,0.9996977,High Risk
16715,78,2,625.52,3,2,3,8,323,Others,0,0.0004902948,Low Risk
16716,267,3,2149.6800000000003,2,3,4,9,234,At Risk,1,0.99926585,High Risk
16717,24,14,6663.68,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16718,369,5,3006.08,2,4,5,11,245,At Risk,1,0.99942315,High Risk
16719,15,14,3513.62,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16720,26,3,758.74,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16721,262,1,292.47,2,2,2,6,222,Lost,1,0.9996289,High Risk
16722,17,22,8189.56,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16723,91,4,1231.36,3,4,4,11,344,Loyal Customers,1,0.5945579,Medium Risk
16724,405,1,147.35,2,2,1,5,221,Lost,1,0.9996289,High Risk
16725,302,14,1688.26,2,5,4,11,254,At Risk,1,0.9997583,High Risk
16726,26,7,2063.88,4,4,4,12,444,Champions,0,0.00030680475,Low Risk
16727,364,4,1377.77,2,4,4,10,244,At Risk,1,0.9995621,High Risk
16728,46,4,1048.28,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16729,38,21,7205.33,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16730,52,3,743.11,4,3,3,10,433,Loyal Customers,0,0.00037169023,Low Risk
16731,648,1,170.3,1,2,1,4,121,Lost,1,0.9996289,High Risk
16732,32,4,4387.64,4,4,5,13,445,Champions,0,0.0001757982,Low Risk
16733,530,1,259.68,1,2,1,4,121,Lost,1,0.9996289,High Risk
16734,52,3,646.76,4,3,3,10,433,Loyal Customers,0,0.00039627156,Low Risk
16735,79,14,6217.41,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
16736,506,5,2956.56,1,4,5,10,145,At Risk,1,0.99942315,High Risk
16737,53,2,835.1999999999999,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
16738,298,1,3.75,2,2,1,5,221,Lost,1,0.9996289,High Risk
16739,177,2,786.43,3,2,3,8,323,Others,1,0.99958855,High Risk
16740,395,1,226.91,2,2,1,5,221,Lost,1,0.9996289,High Risk
16741,625,1,173.06,1,2,1,4,121,Lost,1,0.9996289,High Risk
16742,47,14,2799.87,4,5,4,13,454,Champions,0,0.0002199083,Low Risk
16743,29,14,4212.15,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16744,11,7,1291.91,5,4,4,13,544,Champions,0,0.00042820536,Low Risk
16745,87,17,7180.7,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
16746,5,42,18046.75,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16747,38,2,836.06,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
16748,18,14,3637.33,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16749,591,2,4157.88,1,2,5,8,125,Cant Lose Them,1,0.99928516,High Risk
16750,45,5,623.93,4,4,3,11,443,Loyal Customers,0,0.0008244051,Low Risk
16751,31,1,1764.72,4,2,4,10,424,New Customers,0,0.00045565024,Low Risk
16752,373,1,207.5,2,2,1,5,221,Lost,1,0.9996289,High Risk
16753,58,1,223.92,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
16754,372,29,65500.07,2,5,5,12,255,At Risk,1,0.99921155,High Risk
16755,114,7,2864.68,3,4,4,11,344,Loyal Customers,1,0.99942315,High Risk
16756,215,7,1312.37,2,4,4,10,244,At Risk,1,0.9996588,High Risk
16757,319,2,270.48,2,2,1,5,221,Lost,1,0.9996289,High Risk
16758,65,1,369.34,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16759,8,3,789.79,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
16760,430,1,228.0,1,2,1,4,121,Lost,1,0.9996289,High Risk
16761,97,1,316.62,3,2,2,7,322,Others,1,0.9996289,High Risk
16762,20,3,1207.24,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16763,199,2,964.7,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
16764,4,13,2790.9500000000003,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
16765,294,2,454.75,2,2,2,6,222,Lost,1,0.9996289,High Risk
16766,273,2,1145.6,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
16767,31,15,8056.76,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16768,48,9,1698.57,4,5,4,13,454,Champions,0,0.00067572953,Low Risk
16769,260,4,1117.05,2,4,3,9,243,At Risk,1,0.99966633,High Risk
16770,58,9,1778.93,4,5,4,13,454,Champions,0,0.00067572953,Low Risk
16771,33,10,3949.6,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16772,423,3,3698.05,1,3,5,9,135,At Risk,1,0.99914396,High Risk
16773,57,3,421.24,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16774,68,8,1567.48,3,5,4,12,354,Loyal Customers,0,0.00067572953,Low Risk
16775,10,16,2820.84,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
16776,60,2,592.51,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16777,80,5,1292.18,3,4,4,11,344,Loyal Customers,0,0.0005852699,Low Risk
16778,74,2,245.94,3,2,1,6,321,Others,0,0.0004902948,Low Risk
16779,2,53,32809.03,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16780,100,3,596.4,3,3,2,8,332,Potential Loyalists,1,0.9996289,High Risk
16781,372,2,623.0,2,2,3,7,223,Cant Lose Them,1,0.9996289,High Risk
16782,10,38,9636.12,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16783,437,1,391.95,1,2,2,5,122,Lost,1,0.9996289,High Risk
16784,20,5,892.33,4,4,3,11,443,Loyal Customers,0,0.0007484747,Low Risk
16785,410,1,533.78,2,2,2,6,222,Lost,1,0.9996289,High Risk
16786,394,1,51.84,2,2,1,5,221,Lost,1,0.9996289,High Risk
16787,398,4,1017.53,2,4,3,9,243,At Risk,1,0.99966633,High Risk
16788,123,5,1928.93,3,4,4,11,344,Loyal Customers,1,0.9996159,High Risk
16789,8,1,80.8,5,2,1,8,521,New Customers,0,0.0004902948,Low Risk
16790,4,6,1545.62,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
16791,29,15,3957.63,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16792,282,5,623.46,2,4,3,9,243,At Risk,1,0.9997578,High Risk
16793,57,1,243.84,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
16794,1,15,2052.7,5,5,4,14,554,Champions,0,0.00030680475,Low Risk
16795,365,3,2062.41,2,3,4,9,234,At Risk,1,0.99926585,High Risk
16796,89,1,305.62,3,2,2,7,322,Others,0,0.06864297,Low Risk
16797,393,5,1802.02,2,4,4,10,244,At Risk,1,0.9997583,High Risk
16798,554,3,841.16,1,3,3,7,133,At Risk,1,0.99958855,High Risk
16799,432,2,452.78,1,2,2,5,122,Lost,1,0.9996289,High Risk
16800,11,1,1162.65,5,2,3,10,523,New Customers,0,0.00036926035,Low Risk
16801,163,4,1594.23,3,4,4,11,344,Loyal Customers,1,0.9996977,High Risk
16802,679,2,582.61,1,2,2,5,122,Lost,1,0.9996289,High Risk
16803,65,1,332.3,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16804,23,3,536.99,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16805,174,5,1091.34,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
16806,103,4,762.16,3,4,3,10,343,Loyal Customers,1,0.99966633,High Risk
16807,143,6,2123.88,3,4,4,11,344,Loyal Customers,1,0.9995865,High Risk
16808,99,2,288.42,3,2,2,7,322,Others,1,0.9996289,High Risk
16809,23,9,1727.43,4,5,4,13,454,Champions,0,0.00067572953,Low Risk
16810,192,2,842.0400000000001,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
16811,5,2,547.07,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
16812,361,4,2392.0,2,4,4,10,244,At Risk,1,0.9992785,High Risk
16813,8,10,1652.18,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
16814,14,36,11924.85,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16815,454,2,406.02,1,2,2,5,122,Lost,1,0.9996289,High Risk
16816,103,4,417.06,3,4,2,9,342,Potential Loyalists,1,0.9996991,High Risk
16817,3,13,2560.7,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
16818,11,11,3349.57,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16819,465,2,182.59,1,2,1,4,121,Lost,1,0.9996289,High Risk
16820,96,1,497.61,3,2,2,7,322,Others,1,0.9996289,High Risk
16821,382,1,113.35,2,2,1,5,221,Lost,1,0.9996289,High Risk
16822,686,1,181.39,1,2,1,4,121,Lost,1,0.9996289,High Risk
16823,227,7,2243.09,2,4,4,10,244,At Risk,1,0.99942315,High Risk
16824,16,3,686.24,5,3,3,11,533,Loyal Customers,0,0.00037169023,Low Risk
16825,39,5,1826.89,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
16826,51,1,341.7,4,2,2,8,422,New Customers,0,0.0004902948,Low Risk
16827,393,5,392.13,2,4,2,8,242,Others,1,0.9997578,High Risk
16828,93,2,128.5,3,2,1,6,321,Others,1,0.9996289,High Risk
16829,157,2,513.32,3,2,2,7,322,Others,1,0.9996289,High Risk
16830,39,4,1207.5,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16831,565,1,91.8,1,2,1,4,121,Lost,1,0.9996289,High Risk
16832,184,5,417.61,3,4,2,9,342,Potential Loyalists,1,0.9997578,High Risk
16833,1,6,2409.04,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
16834,228,2,898.96,2,3,3,8,233,At Risk,1,0.99958855,High Risk
16835,128,6,1456.66,3,4,4,11,344,Loyal Customers,1,0.9997583,High Risk
16836,40,4,782.37,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16837,31,11,3170.98,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16838,197,4,1159.61,2,4,3,9,243,At Risk,1,0.99966633,High Risk
16839,9,44,21758.25,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16840,603,2,139.85,1,3,1,5,131,Others,1,0.9996289,High Risk
16841,37,12,4006.06,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16842,101,3,1264.19,3,3,4,10,334,Loyal Customers,1,0.9993699,High Risk
16843,43,35,19571.43,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16844,563,2,614.34,1,3,3,7,133,At Risk,1,0.9996289,High Risk
16845,618,1,253.88,1,2,1,4,121,Lost,1,0.9996289,High Risk
16846,50,3,842.41,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16847,43,2,614.89,4,3,3,10,433,Loyal Customers,0,0.0004094127,Low Risk
16848,53,4,1411.62,4,4,4,12,444,Champions,0,0.0005402381,Low Risk
16849,187,1,124.57,3,2,1,6,321,Others,1,0.9996289,High Risk
16850,334,1,332.41,2,2,2,6,222,Lost,1,0.9996289,High Risk
16851,4,3,342.45,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
16852,10,2,144.91000000000005,5,3,1,9,531,Potential Loyalists,0,0.0004094127,Low Risk
16854,417,2,1408.96,1,3,4,8,134,At Risk,1,0.9996271,High Risk
16855,24,2,328.4,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16856,15,3,358.49,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
16857,443,1,352.8,1,2,2,5,122,Lost,1,0.9996289,High Risk
16858,369,10,4292.59,2,5,5,12,255,At Risk,1,0.99921155,High Risk
16859,145,7,1932.41,3,4,4,11,344,Loyal Customers,1,0.9996159,High Risk
16860,453,3,1610.62,1,3,4,8,134,At Risk,1,0.9996271,High Risk
16861,60,5,946.59,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
16862,547,4,662.33,1,4,3,8,143,At Risk,1,0.9997403,High Risk
16863,31,3,834.27,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16864,434,2,409.25,1,3,2,6,132,Others,1,0.9996289,High Risk
16865,402,1,130.95,2,2,1,5,221,Lost,1,0.9996289,High Risk
16866,141,3,207.74,3,3,1,7,331,Potential Loyalists,1,0.9996289,High Risk
16867,690,1,76.74000000000001,1,2,1,4,121,Lost,1,0.9996289,High Risk
16868,394,3,384.56,2,3,2,7,232,Others,1,0.9996289,High Risk
16869,23,4,817.12,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16870,469,1,450.16,1,2,2,5,122,Lost,1,0.9996289,High Risk
16871,22,6,2812.34,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
16872,77,6,1213.13,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
16873,5,12,14617.39,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16874,379,1,209.89,2,2,1,5,221,Lost,1,0.9996289,High Risk
16875,67,11,4234.53,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
16876,404,1,136.01,2,2,1,5,221,Lost,1,0.9996289,High Risk
16877,12,6,846.62,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
16878,84,1,13.3,3,2,1,6,321,Others,0,0.0004902948,Low Risk
16880,31,8,1813.21,4,5,4,13,454,Champions,0,0.00067572953,Low Risk
16881,67,1,432.0,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16882,67,3,705.12,3,3,3,9,333,Loyal Customers,0,0.00037169023,Low Risk
16883,187,19,2246.06,3,5,4,12,354,Loyal Customers,1,0.99921155,High Risk
16884,38,4,1070.97,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16885,15,4,684.6,5,4,3,12,543,Loyal Customers,0,0.00046961557,Low Risk
16886,456,1,134.0,1,2,1,4,121,Lost,1,0.9996289,High Risk
16887,35,3,658.17,4,3,3,10,433,Loyal Customers,0,0.00039627156,Low Risk
16888,401,3,434.2,2,3,2,7,232,Others,1,0.9996289,High Risk
16889,195,6,2526.65,2,4,4,10,244,At Risk,1,0.99942315,High Risk
16890,477,3,285.41,1,3,1,5,131,Others,1,0.9996289,High Risk
16891,2,11,1727.94,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
16892,1,7,754.75,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
16893,367,2,249.89,2,3,1,6,231,Others,1,0.9996289,High Risk
16894,502,3,1306.96,1,3,4,8,134,At Risk,1,0.99947387,High Risk
16895,65,5,1102.9,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
16896,555,1,103.95,1,2,1,4,121,Lost,1,0.9996289,High Risk
16897,299,2,289.78,2,3,2,7,232,Others,1,0.9996289,High Risk
16898,26,5,885.21,4,4,3,11,443,Loyal Customers,0,0.0007484747,Low Risk
16899,8,8,1695.77,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
16900,17,3,887.11,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
16901,729,1,204.26,1,2,1,4,121,Lost,1,0.9996289,High Risk
16902,116,1,1706.88,3,2,4,9,324,Others,1,0.9995535,High Risk
16903,29,3,1041.75,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16904,4,21,4675.36,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16905,5,17,4706.77,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16906,82,7,1410.92,3,4,4,11,344,Loyal Customers,0,0.00092350127,Low Risk
16907,29,9,1470.89,4,5,4,13,454,Champions,0,0.00067572953,Low Risk
16908,722,1,252.59,1,2,1,4,121,Lost,1,0.9996289,High Risk
16909,72,1,379.14,3,2,2,7,322,Others,0,0.0004902948,Low Risk
16910,4,8,1508.96,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
16911,636,2,255.25,1,3,1,5,131,Others,1,0.9996289,High Risk
16912,29,15,4460.51,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16913,290,3,423.91,2,3,2,7,232,Others,1,0.9996289,High Risk
16914,36,1,183.76,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
16915,9,11,1543.18,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
16916,24,4,902.02,4,4,3,11,443,Loyal Customers,0,0.0005984058,Low Risk
16917,277,2,1851.88,2,3,4,9,234,At Risk,1,0.9992907,High Risk
16918,50,16,3206.54,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16919,156,24,4909.66,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
16920,411,1,355.45,1,2,2,5,122,Lost,1,0.9996289,High Risk
16921,61,3,409.21,3,3,2,8,332,Potential Loyalists,0,0.0004902948,Low Risk
16922,573,1,611.08,1,2,3,6,123,Cant Lose Them,1,0.9996289,High Risk
16923,12,32,13157.13,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16924,21,3,829.89,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
16925,540,1,125.65,1,2,1,4,121,Lost,1,0.9996289,High Risk
16926,371,5,1169.61,2,4,3,9,243,At Risk,1,0.99973327,High Risk
16927,116,3,543.05,3,3,2,8,332,Potential Loyalists,1,0.9996289,High Risk
16928,80,29,3897.53,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
16929,4,7,1295.39,5,4,4,13,544,Champions,0,0.00042820536,Low Risk
16930,26,3,378.89,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16931,5,23,5032.22,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16932,53,3,412.55,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16933,1,9,3099.3,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16934,55,6,2083.14,4,4,4,12,444,Champions,0,0.00030680475,Low Risk
16935,382,3,530.86,2,3,2,7,232,Others,1,0.9996289,High Risk
16936,26,2,548.29,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
16937,499,1,196.25,1,2,1,4,121,Lost,1,0.9996289,High Risk
16938,9,9,6995.360000000001,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16939,489,3,433.85,1,3,2,6,132,Others,1,0.9996289,High Risk
16940,52,8,6427.66,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16941,612,1,33.0,1,2,1,4,121,Lost,1,0.9996289,High Risk
16942,13,9,1904.99,5,5,4,14,554,Champions,0,0.00042543272,Low Risk
16943,212,5,1299.49,2,4,4,10,244,At Risk,1,0.9996588,High Risk
16944,610,1,101.36,1,2,1,4,121,Lost,1,0.9996289,High Risk
16945,22,33,8548.16,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16946,383,5,1222.04,2,4,4,10,244,At Risk,1,0.99973327,High Risk
16947,236,5,955.21,2,4,3,9,243,At Risk,1,0.99973327,High Risk
16948,139,7,868.77,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
16949,4,6,1286.27,5,4,4,13,544,Champions,0,0.00042820536,Low Risk
16950,57,10,3541.77,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
16951,135,3,1277.75,3,3,4,10,334,Loyal Customers,1,0.9993699,High Risk
16952,109,5,795.83,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
16953,30,1,20.8,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
16954,1,20,6081.88,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
16955,185,6,1120.31,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
